user_id, business_id, prediction
zox0bzk1LvmLb77fmcRjUQ,T2tEMLpTeSMxLKpxwFdS3g,5.0
Pli7LcquUlzXGDnqIlZqYA,03oEaHPyBejuIvJSn2OaYg,2.0
bVTu2_lx2j8G8SJZDMDO8g,ugLqbAvBdRDc-gS4hpslXw,4.0
uddWmfMhvMYaj3Uog3fMjw,a8pmtlVKf7NiSLI-4KejIw,4.0
L8P5OWO1Jh4B2HLa1Fnbng,Fi-2ruy5x600SX4avnrFuA,3.0
3ajYEDNvhbmk8AHVObIDhA,rVgbF-_nZSeiCQQcCH810A,1.0
4xyYBC5MIe-GfDj6kAdAFw,GTlqxvQBw13ScKY23T3gDA,2.5
Tsm8VraTp5OGyVALtUiCeQ,YzlgswAwmpkMQifS3-YQTw,5.0
WM7MFrRP-7YFuGBAJ6quRQ,JDZ6_yycNQFTpUZzLIKHUg,4.0
zx5rdBK9NFZrAglIXF1LiQ,fL-b760btOaGa85OJ9ut3w,4.0
UmTMCfPlhA6kJLAsLycSfg,Bf2fuqWbHd3L-X69FSMvmg,4.0
UsmTxWbobLsI6WR1Db0W7A,WtO8eoYmrc2_8kuXanug2Q,2.0
gk8l75GLFUsFr0kS5uLtkQ,zU9w_xRlQSRIYXxGo-HSOA,2.0
7tpZVkiYuMbDP4-NufK2Iw,FfG8twx5K18y268Gp4dSKA,4.0
p57g6VncQmZdUVzvjQls4g,nJBwEYaulNXHPAUP0OBRtg,3.0
rPbIVGuIjmxHDw8ChhTsrw,yHCoJZh5nx0Onr5xgMaUHg,4.0
2vJ2e51kdbdAmAo_HTr4KQ,QePLHlU8MFaU2Sf9dzoLTg,3.0
HkKyQY5bh57z7vhmFAZj5w,lyIHmlIK7PKwQeGyR8svJQ,3.0
2Ty2wSzp-qumjUL1dL-1Nw,Itc-dI_qZ696GExH1iAuRQ,5.0
vpvW58vXP9xuOsWg-OCFxg,IMLrj2klosTFvPRLv56cng,5.0
u7t0AEo7nJsV3bLGY_ndTQ,V_V02_im07PgRHHXzw3F7w,2.0
M-xJMhi-HphpWaD2992K3A,4v4-h0rAl5XZY1NCpHU30g,2.0
_8rzr7qDW5amEsUu1a642w,FJMMPL3pxAPYGEPB0Hwlhw,3.0
C2C0GPKvzWWnP57Os9eQ0w,5YKsKS3nzdkwu37ORT9oiQ,4.0
CIfb8avje6UhqQZaF74VVg,A3_vuIaztxglSZyeOWNXeQ,2.0
rLl5jjjUK1crVfzbXoQrTA,sizDIacOnwzgDjKuhyNZqw,3.0
ZB5IDns20frfEJGUW1h6VQ,26t8OwTtNwxpsrPfsELvKQ,5.0
ahBUJmFUedHoFfgtcfzqSA,hDD6-yk1yuuRIvfdtHsISg,3.0
wdeWt5VqTW26PAeQsVg73g,OuetgAKs90ce74ojny3nMw,3.0
RQlnSCjuqMnhR3Qk6j4KoA,FNe5PPA9pyj8FjcDefCBpg,4.0
7-WeMrvOxCH3oJfEWkC5rw,__pTR2Zcmofr_1FpAaQZhA,5.0
FAsoP7gzkDmFdP-eYuysmw,KskYqH1Bi7Z_61pH6Om8pg,2.0
9qjLfaAqMxgfqdtTlPwRUQ,yVanb8fVmGtQFEYw05lZUQ,4.0
SlgpAnj2gQd44EM_Uq6DkQ,6BcIG-1lnc58bxTlxQq17A,1.0
SnW3DwEKu_LWeuYnS1AMaw,gTlDDzDEHyDQ6iwjNhpI6A,4.0
U5YQX_vMl_xQy8EQDqlNQQ,2YsKefH250qxg28QCyEWZw,3.0
nHeB0gl19LY7zdsZjn_qPA,RnAb4KkRDmWUBWhhZhugZQ,3.0
-PXJEs_9T0lRKpssxf3otg,3aRt8JPhjkfvbhqb3kJsbg,5.0
E1szdQHhFDwO115pGDh_Xg,hcjnOtiW7Bdym3-7PaLUzA,3.0
qlC607Cyp0Mj91vDFvkp3Q,HrZthBWIpMna37S22odfDA,3.0
6pzA8EDhHgW3A5-rBObhBA,DFbJgIEg-lG7fSc2LPC5Xg,4.0
